# Energy(keV)    dEe/dx(keV/micro_m)  dEn/dx(keV/micro_m)  x(micro_m)
6.999990000000000379e-01 1.333000000000000007e+01 3.180000000000000000e+02 2.200000000000000133e-03
7.999990000000000157e-01 1.425000000000000000e+01 3.320000000000000000e+02 2.400000000000000223e-03
8.999989999999999934e-01 1.511999999999999922e+01 3.443000000000000114e+02 2.600000000000000314e-03
9.999990000000000823e-01 1.592999999999999972e+01 3.553999999999999773e+02 2.700000000000000143e-03
1.100000000000000089e+00 1.671000000000000085e+01 3.653999999999999773e+02 2.900000000000000234e-03
1.199999999999999956e+00 1.744999999999999929e+01 3.745000000000000000e+02 3.100000000000000325e-03
1.300000000000000044e+00 1.817000000000000171e+01 3.826999999999999886e+02 3.200000000000000153e-03
1.399999999999999911e+00 1.885000000000000142e+01 3.903999999999999773e+02 3.400000000000000244e-03
1.500000000000000000e+00 1.951000000000000156e+01 3.973999999999999773e+02 3.600000000000000335e-03
1.600000000000000089e+00 2.014999999999999858e+01 4.038999999999999773e+02 3.700000000000000164e-03
1.699999999999999956e+00 2.076999999999999957e+01 4.100000000000000000e+02 3.900000000000000255e-03
1.800000000000000044e+00 2.137999999999999901e+01 4.156000000000000227e+02 4.000000000000000083e-03
2.000000000000000000e+00 2.253000000000000114e+01 4.258999999999999773e+02 4.300000000000000003e-03
2.250000000000000000e+00 2.389999999999999858e+01 4.370000000000000000e+02 4.700000000000000185e-03
2.500000000000000000e+00 2.519000000000000128e+01 4.466000000000000227e+02 5.000000000000000104e-03
2.750000000000000000e+00 2.642000000000000171e+01 4.550000000000000000e+02 5.400000000000000286e-03
3.000000000000000000e+00 2.760000000000000142e+01 4.623999999999999773e+02 5.700000000000000205e-03
3.250000000000000000e+00 2.873000000000000043e+01 4.690000000000000000e+02 6.100000000000000387e-03
3.500000000000000000e+00 2.980999999999999872e+01 4.748000000000000114e+02 6.400000000000000307e-03
3.750000000000000000e+00 3.085999999999999943e+01 4.800000000000000000e+02 6.800000000000000488e-03
4.000000000000000000e+00 3.187000000000000099e+01 4.846000000000000227e+02 7.100000000000000408e-03
4.500000000000000000e+00 3.379999999999999716e+01 4.925000000000000000e+02 7.800000000000000509e-03
5.000000000000000000e+00 3.563000000000000256e+01 4.990000000000000000e+02 8.400000000000001216e-03
5.500000000000000000e+00 3.736999999999999744e+01 5.041999999999999886e+02 9.100000000000000450e-03
6.000000000000000000e+00 3.903000000000000114e+01 5.085000000000000000e+02 9.700000000000000289e-03
6.500000000000000000e+00 4.063000000000000256e+01 5.120000000000000000e+02 1.040000000000000126e-02
7.000000000000000000e+00 4.215999999999999659e+01 5.148999999999999773e+02 1.100000000000000110e-02
8.000000000000000000e+00 4.507000000000000028e+01 5.190000000000000000e+02 1.230000000000000017e-02
9.000000000000000000e+00 4.781000000000000227e+01 5.215000000000000000e+02 1.360000000000000098e-02
1.000000000000000000e+01 5.039999999999999858e+01 5.227999999999999545e+02 1.480000000000000066e-02
1.100000000000000000e+01 5.285999999999999943e+01 5.231000000000000227e+02 1.609999999999999973e-02
1.200000000000000000e+01 5.521000000000000085e+01 5.227000000000000455e+02 1.740000000000000227e-02
1.300000000000000000e+01 5.746000000000000085e+01 5.217999999999999545e+02 1.860000000000000195e-02
1.400000000000000000e+01 5.963000000000000256e+01 5.203999999999999773e+02 1.990000000000000102e-02
1.500000000000000000e+01 6.172999999999999687e+01 5.187000000000000455e+02 2.120000000000000009e-02
1.600000000000000000e+01 6.375000000000000000e+01 5.167000000000000455e+02 2.250000000000000264e-02
1.700000000000000000e+01 6.570999999999999375e+01 5.143999999999999773e+02 2.380000000000000171e-02
1.800000000000000000e+01 6.762000000000000455e+01 5.120000000000000000e+02 2.510000000000000078e-02
2.000000000000000000e+01 7.128000000000000114e+01 5.068000000000000114e+02 2.770000000000000240e-02
2.250000000000000000e+01 7.560999999999999943e+01 4.996999999999999886e+02 3.099999999999999978e-02
2.500000000000000000e+01 7.970000000000000284e+01 4.923999999999999773e+02 3.430000000000000410e-02
2.750000000000000000e+01 8.359000000000000341e+01 4.848999999999999773e+02 3.770000000000000434e-02
3.000000000000000000e+01 8.731000000000000227e+01 4.775000000000000000e+02 4.110000000000000459e-02
3.250000000000000000e+01 9.087999999999999545e+01 4.701000000000000227e+02 4.460000000000000075e-02
3.500000000000000000e+01 9.431000000000000227e+01 4.628000000000000114e+02 4.810000000000000386e-02
3.750000000000000000e+01 9.762000000000000455e+01 4.556999999999999886e+02 5.160000000000000003e-02
4.000000000000000000e+01 1.007999999999999972e+02 4.488000000000000114e+02 5.520000000000000601e-02
4.500000000000000000e+01 1.069000000000000057e+02 4.353999999999999773e+02 6.240000000000000407e-02
5.000000000000000000e+01 1.127000000000000028e+02 4.228000000000000114e+02 6.980000000000000093e-02
5.500000000000000000e+01 1.184000000000000057e+02 4.110000000000000000e+02 7.740000000000001046e-02
6.000000000000000000e+01 1.244000000000000057e+02 3.998000000000000114e+02 8.500000000000000611e-02
6.500000000000000000e+01 1.305000000000000000e+02 3.893000000000000114e+02 9.280000000000000748e-02
7.000000000000000000e+01 1.364000000000000057e+02 3.793999999999999773e+02 1.006000000000000089e-01
8.000000000000000000e+01 1.475000000000000000e+02 3.611999999999999886e+02 1.166000000000000092e-01
9.000000000000000000e+01 1.575999999999999943e+02 3.448999999999999773e+02 1.329000000000000181e-01
1.000000000000000000e+02 1.669000000000000057e+02 3.303000000000000114e+02 1.494000000000000050e-01
1.100000000000000000e+02 1.755999999999999943e+02 3.171000000000000227e+02 1.662000000000000144e-01
1.200000000000000000e+02 1.838000000000000114e+02 3.050000000000000000e+02 1.833000000000000185e-01
1.300000000000000000e+02 1.915000000000000000e+02 2.940000000000000000e+02 2.006000000000000005e-01
1.400000000000000000e+02 1.989000000000000057e+02 2.838999999999999773e+02 2.179999999999999993e-01
1.500000000000000000e+02 2.060000000000000000e+02 2.745000000000000000e+02 2.356000000000000039e-01
1.600000000000000000e+02 2.130000000000000000e+02 2.658999999999999773e+02 2.533000000000000251e-01
1.700000000000000000e+02 2.196999999999999886e+02 2.578999999999999773e+02 2.711999999999999966e-01
1.800000000000000000e+02 2.264000000000000057e+02 2.504000000000000057e+02 2.891000000000000236e-01
2.000000000000000000e+02 2.394000000000000057e+02 2.370000000000000000e+02 3.253000000000000336e-01
2.250000000000000000e+02 2.554000000000000057e+02 2.223000000000000114e+02 3.707000000000000295e-01
2.500000000000000000e+02 2.713000000000000114e+02 2.095999999999999943e+02 4.162000000000000144e-01
2.750000000000000000e+02 2.870000000000000000e+02 1.985000000000000000e+02 4.615000000000000213e-01
3.000000000000000000e+02 3.028000000000000114e+02 1.886999999999999886e+02 5.066000000000000503e-01
3.250000000000000000e+02 3.185000000000000000e+02 1.800000000000000000e+02 5.514000000000000012e-01
3.500000000000000000e+02 3.341999999999999886e+02 1.720999999999999943e+02 5.957000000000000073e-01
3.750000000000000000e+02 3.498999999999999773e+02 1.650000000000000000e+02 6.394000000000000794e-01
4.000000000000000000e+02 3.656000000000000227e+02 1.585999999999999943e+02 6.825999999999999845e-01
4.500000000000000000e+02 3.968000000000000114e+02 1.473000000000000114e+02 7.671000000000000041e-01
5.000000000000000000e+02 4.278000000000000114e+02 1.376999999999999886e+02 8.488999999999999879e-01
5.500000000000000000e+02 4.585000000000000000e+02 1.294000000000000057e+02 9.282000000000000250e-01
6.000000000000000000e+02 4.886999999999999886e+02 1.222000000000000028e+02 1.000000000000000000e+00
6.500000000000000000e+02 5.186000000000000227e+02 1.157999999999999972e+02 1.080000000000000071e+00
7.000000000000000000e+02 5.480000000000000000e+02 1.102000000000000028e+02 1.149999999999999911e+00
8.000000000000000000e+02 6.055000000000000000e+02 1.005999999999999943e+02 1.290000000000000036e+00
9.000000000000000000e+02 6.611000000000000227e+02 9.267000000000000171e+01 1.419999999999999929e+00
